CASE_NO,DateTime,ACCD_TP,Year,Longitude,Latitude,City,District,Village
CB133416,1921/21/21 31:02:00,2,102,121.557842,25.060889,Taipei City,Songshan District,Dongrong Vil.
CI133004,1921/21/22 41:84:00,2,102,121.563842,25.044839,Taipei City,Xinyi District,Xinren Vil.
CA113130,1921/20/12 91:92:00,2,102,121.516026,25.023936,Taipei City,Zhongzheng District,Yingxue Vil.
C7152252,1921/21/21 42:22:00,3,102,121.527806,25.062214,Taipei City,Zhongshan District,Xinsheng Vil.
CA112250,1921/20/20 82:32:00,3,102,121.509795,25.034754,Taipei City,Zhongzheng District,Nanmen Vil.
C9119638,1921/20/90 31:21:00,3,102,121.512487,25.049898,Taipei City,Datong District,Jiangong Vil.
CC140980,1921/21/00 92:10:00,3,102,121.514651,25.099989,Taipei City,Beitou District,Jianmin Vil.
CI900240,1921/20/50 22:01:00,3,102,121.555944,25.042922,Taipei City,Da an District,Huasheng Vil.
C8149047,1921/20/91 41:55:00,3,102,121.539741,25.028571,Taipei City,Da an District,Xinlong Vil.
CE111708,1921/20/61 21:04:00,2,102,121.554649,24.986078,Taipei City,Wenshan District,Zhanglin Vil.
CI900266,1921/20/41 82:12:00,3,102,121.5602,25.028579,Taipei City,Xinyi District,Jingqin Vil.
C8133959,1921/20/73 01:33:00,3,102,121.529278,25.028093,Taipei City,Da an District,Jin an Vil.
CI900056,1921/20/50 91:05:00,2,102,121.576363,25.043483,Taipei City,Xinyi District,Siwei Vil.
CG138426,1921/20/22 81:61:00,3,102,121.582563,25.065658,Taipei City,Neihu District,Huyuan Vil.
CD124542,1921/20/10 21:83:00,2,102,121.503782,25.116215,Taipei City,Beitou District,Lixian Vil.
CH113633,1921/20/81 90:84:00,2,102,121.603302,25.057118,Taipei City,Nangang District,Dongxin Vil.
C7151090,1921/21/20 11:42:00,3,102,121.513256,25.056658,Taipei City,Datong District,Chauyang Vil.
CG145425,1921/21/22 40:95:00,3,102,121.570006,25.076168,Taipei City,Zhongshan District,
CH114673,1921/21/11 22:22:00,2,102,121.573735,25.046208,Taipei City,Xinyi District,Wuchang Vil.
CC139422,1921/20/71 61:81:00,2,102,121.516798,25.095535,Taipei City,Shilin District,Fujia Vil.
C8141781,1921/20/52 81:61:00,3,102,121.525377,25.042526,Taipei City,Zhongzheng District,Xingfu Vil.
C9118361,1921/20/40 90:85:00,2,102,121.50553,25.04062,Taipei City,Wanhua District,Xinqi Vil.
C9119724,1921/20/81 91:01:00,2,102,121.524578,25.035596,Taipei City,Zhongzheng District,Wenxiang Vil.
CG139367,1921/20/51 72:34:00,2,102,121.583052,25.062483,Taipei City,Neihu District,Huyuan Vil.
CH113664,1921/20/72 01:11:00,2,102,121.575454,25.048365,Taipei City,Xinyi District,Siyu Vil.
CF110553,1921/20/52 91:15:00,2,102,121.54909,24.998693,Taipei City,Wenshan District,Xing an Vil.
C8146030,1921/20/92 61:32:00,2,102,121.514034,25.029356,Taipei City,Zhongzheng District,Longguang Vil.
CD123026,1921/20/12 61:35:00,2,102,121.50679,25.120658,Taipei City,Beitou District,Donghua Vil.
CA114129,1921/20/91 81:70:00,2,102,121.508624,25.024571,Taipei City,Wanhua District,Lingxiao Vil.
CB125027,1921/20/30 41:61:00,3,102,121.540507,25.058589,Taipei City,Zhongshan District,Jiangshan Vil.
CG143618,1921/21/02 32:03:00,2,102,121.573486,25.079052,Taipei City,Neihu District,Gangqian Vil.
C7145785,1921/20/51 30:80:00,3,102,121.536063,25.075158,Taipei City,Zhongshan District,Dajia Vil.
CD126867,1921/21/00 50:23:00,3,102,121.509254,25.114181,Taipei City,Beitou District,Jiqing Vil.
C5124152,1921/20/20 21:35:00,3,102,121.508079,25.050755,Taipei City,Datong District,Yuquan Vil.
C9115100,1921/20/61 71:62:00,2,102,121.524387,25.044392,Taipei City,Zhongzheng District,Xingfu Vil.
CE113573,1921/20/40 51:60:00,2,102,121.565478,24.990009,Taipei City,Wenshan District,Muzha Vil.
CI130795,1921/21/02 02:04:00,2,102,121.573185,25.044651,Taipei City,Xinyi District,Wuquan Vil.
C5131369,1921/21/21 91:62:00,2,102,121.507122,25.052146,Taipei City,Datong District,Yuquan Vil.
CH115015,1921/20/91 20:00:00,2,102,121.608326,25.056081,Taipei City,Nangang District,Nangang Vil.
C7900516,1921/20/62 80:02:00,3,102,121.541337,25.084657,Taipei City,Zhongshan District,Jiantan Vil.
C9114785,1921/20/72 70:93:00,3,102,121.503214,25.043081,Taipei City,Wanhua District,Ximen Vil.
C7149618,1921/21/02 71:50:00,3,102,121.516293,25.051047,Taipei City,Datong District,Jianming Vil.
C8136014,1921/20/50 61:92:00,2,102,121.544704,25.044404,Taipei City,Da an District,Guangwu Vil.
CB127454,1921/20/41 81:41:00,3,102,121.557839,25.065071,Taipei City,Songshan District,Jingzhong Vil.
C8134147,1921/20/61 90:92:00,2,102,121.520051,25.02378,Taipei City,Zhongzheng District,Wangxi Vil.
CE115787,1921/20/92 91:01:00,3,102,121.562744,24.993572,Taipei City,Wenshan District,Mingxing Vil.
C5119177,1921/20/12 31:63:00,3,102,121.50757,25.053109,Taipei City,Datong District,Yuquan Vil.
CH115548,1921/21/11 72:03:00,2,102,121.575539,25.051586,Taipei City,Songshan District,
C8148360,1921/21/11 11:02:00,2,102,121.528696,25.045801,Taipei City,Zhongzheng District,Meihua Vil.
C9121742,1921/21/20 71:60:00,2,102,121.522273,25.042445,Taipei City,Zhongzheng District,Dongmen Vil.
C9120718,1921/20/91 01:74:00,2,102,121.521751,25.045112,Taipei City,Zhongzheng District,Xingfu Vil.
CI117712,1921/20/13 02:32:00,2,102,121.551373,25.034905,Taipei City,Da an District,Dun an Vil.
C8130490,1921/21/00 30:83:00,2,102,121.549439,25.043245,Taipei City,Da an District,Jian an Vil.
CI129954,1921/20/81 91:15:00,2,102,121.555447,25.041132,Taipei City,Da an District,Zhengsheng Vil.
CG145778,1921/21/02 71:52:00,3,102,121.576485,25.087008,Taipei City,Neihu District,Ganghua Vil.
CB132887,1921/21/01 91:11:00,2,102,121.536109,25.062306,Taipei City,Zhongshan District,Songjiang Vil.
C8149329,1921/20/82 80:81:00,2,102,121.52187,25.028254,Taipei City,Da an District,Jinhua Vil.
C8134127,1921/20/82 82:11:00,3,102,121.540845,25.035491,Taipei City,Da an District,He an Vil.
C8140084,1921/20/42 91:90:00,3,102,121.523725,25.028083,Taipei City,Da an District,Jinhua Vil.
CG138554,1921/20/42 22:03:00,2,102,121.573339,25.079434,Taipei City,Neihu District,Gangqian Vil.
CC139158,1921/21/10 12:32:00,3,102,121.522037,25.114721,Taipei City,Beitou District,Ronghua Vil.
C5126741,1921/20/62 50:65:00,2,102,121.506862,25.060328,Taipei City,Datong District,
C7151187,1921/21/02 31:20:00,2,102,121.530765,25.081106,Taipei City,Zhongshan District,Jiantan Vil.
C5131298,1921/21/11 00:84:00,2,102,121.512271,25.054518,Taipei City,Datong District,Chauyang Vil.
CC142287,1921/21/12 30:22:00,2,102,121.515321,25.096732,Taipei City,Shilin District,Fujia Vil.
CH112694,1921/20/31 90:14:00,2,102,121.575215,25.046072,Taipei City,Xinyi District,Wuchang Vil.
C7141512,1921/20/10 11:61:00,2,102,121.515683,25.060018,Taipei City,Datong District,Minquan Vil.
C8130587,1921/20/92 61:40:00,3,102,121.542059,25.024244,Taipei City,Da an District,Longyuan Vil.
CI130595,1921/21/01 31:71:00,2,102,121.568776,25.047385,Taipei City,Xinyi District,Yaxiang Vil.
CC142919,1921/21/23 11:71:00,3,102,121.528382,25.101117,Taipei City,Shilin District,Mingshan Vil.
CF110450,1921/20/52 91:70:00,2,102,121.547709,25.002195,Taipei City,Wenshan District,Xingbang Vil.
CH112990,1921/20/53 02:03:00,3,102,121.587156,25.056888,Taipei City,Neihu District,Shitan Vil.
CH112868,1921/20/52 51:90:00,3,102,121.580901,25.051059,Taipei City,Nangang District,Yucheng Vil.
C9115094,1921/20/61 31:92:00,3,102,121.509742,25.040951,Taipei City,Zhongzheng District,Jianguo Vil.
CG139968,1921/20/52 22:05:00,3,102,121.564178,25.076573,Taipei City,Zhongshan District,Jintai Vil.
C8139579,1921/20/53 11:44:00,3,102,121.548545,25.03607,Taipei City,Da an District,De an Vil.
CA111354,1921/20/70 31:30:00,2,102,121.495906,25.031859,Taipei City,Wanhua District,Heping Vil.
C8147848,1921/20/81 01:24:00,3,102,121.527556,25.042047,Taipei City,Zhongzheng District,Xingfu Vil.
CB131892,1921/21/20 51:62:00,3,102,121.557969,25.054092,Taipei City,Songshan District,Longtian Vil.
C7146850,1921/20/61 50:93:00,2,102,121.53368,25.052794,Taipei City,Zhongshan District,Zhongyang Vil.
C8145257,1921/20/73 11:92:00,3,102,121.542267,25.018074,Taipei City,Da an District,Xuefu Vil.
CB125841,1921/20/12 91:64:00,3,102,121.552162,25.052764,Taipei City,Songshan District,Zhonghua Vil.
C7146584,1921/20/71 52:24:00,2,102,121.51953,25.062124,Taipei City,Datong District,Minquan Vil.
C8142144,1921/20/52 41:63:00,3,102,121.545359,25.039394,Taipei City,Da an District,Ren ai Vil.
CB126482,1921/20/53 11:35:00,3,102,121.541489,25.048539,Taipei City,Zhongshan District,Lixing Vil.
CI900521,1921/20/41 70:83:00,2,102,121.557881,25.009521,Taipei City,Wenshan District,Xingchang Vil.
C8136252,1921/20/32 61:95:00,2,102,121.532382,25.015672,Taipei City,Zhongzheng District,Wensheng Vil.
CD125672,1921/21/22 82:30:00,2,102,121.484819,25.123496,Taipei City,Beitou District,Baxian Vil.
C8149383,1921/20/91 92:01:00,2,102,121.540374,25.018331,Taipei City,Da an District,Xuefu Vil.
C8140474,1921/20/50 21:01:00,3,102,121.54434,25.038118,Taipei City,Da an District,Ren ai Vil.
CI129094,1921/20/80 60:72:00,2,102,121.560293,25.042844,Taipei City,Xinyi District,Xinren Vil.
CG144650,1921/21/21 51:34:00,3,102,121.582333,25.082249,Taipei City,Neihu District,Hubin Vil.
CI900322,1921/20/43 01:54:00,2,102,121.548345,25.022509,Taipei City,Da an District,Huxiao Vil.
CH115004,1921/20/81 61:72:00,2,102,121.614354,25.040212,Taipei City,Nangang District,Zhongyan Vil.
CB127705,1921/20/51 70:74:00,3,102,121.540468,25.050973,Taipei City,Zhongshan District,Lixing Vil.
CI118211,1921/20/50 42:25:00,3,102,121.55766,25.045358,Taipei City,Songshan District,Fujian Vil.
CG139354,1921/20/51 81:92:00,3,102,121.587374,25.086243,Taipei City,Neihu District,Hubin Vil.
CD122966,1921/20/31 51:91:00,2,102,121.495692,25.139184,Taipei City,Beitou District,Wenhua Vil.
C6116004,1921/20/80 51:92:00,3,102,121.488665,25.040048,Taipei City,Wanhua District,Liuxiang Vil.
CD121366,1921/20/51 60:93:00,2,102,121.489336,25.138304,Taipei City,Beitou District,Fengnian Vil.
CG137896,1921/20/13 11:31:00,2,102,121.560093,25.083002,Taipei City,Zhongshan District,Jintai Vil.
CD125537,1921/21/10 10:91:00,2,102,121.488054,25.137861,Taipei City,Beitou District,Fengnian Vil.
CD117149,1921/20/81 81:94:00,3,102,121.502988,25.121902,Taipei City,Beitou District,Donghua Vil.
C8149118,1921/21/11 21:63:00,3,102,121.543881,25.04317,Taipei City,Da an District,Guangwu Vil.
CI128979,1921/20/81 51:41:00,3,102,121.558143,25.037392,Taipei City,Xinyi District,Zhenghe Vil.
C8140512,1921/20/11 80:55:00,2,102,121.546245,25.014647,Taipei City,Da an District,Xuefu Vil.
CE111958,1921/20/13 01:42:00,3,102,121.560867,25.004251,Taipei City,Wenshan District,Xingchang Vil.
C6129972,1921/21/11 31:73:00,2,102,121.499002,25.040902,Taipei City,Wanhua District,Caiyuan Vil.
C8143536,1921/21/22 11:31:00,3,102,121.525644,25.021104,Taipei City,Zhongzheng District,Dingdong Vil.
CE111666,1921/20/81 91:00:00,3,102,121.573206,25.004213,Taipei City,Wenshan District,Bojia Vil.
C7145992,1921/20/70 11:11:00,3,102,121.516089,25.055031,Taipei City,Datong District,Xingming Vil.
C7144686,1921/20/31 91:05:00,3,102,121.51609,25.06859,Taipei City,Datong District,Zhisheng Vil.
C7147053,1921/20/61 12:02:00,3,102,121.526444,25.046966,Taipei City,Zhongzheng District,Meihua Vil.
CH115335,1921/20/92 61:72:00,3,102,121.580862,25.051107,Taipei City,Nangang District,Yucheng Vil.
CI129080,1921/20/70 70:80:00,2,102,121.570944,25.038175,Taipei City,Xinyi District,Ankang Vil.
CI132076,1921/21/21 71:32:00,2,102,121.54972,25.034812,Taipei City,Da an District,Dun an Vil.
C8146150,1921/21/02 41:84:00,2,102,121.5458,25.031607,Taipei City,Da an District,Zhu an Vil.
C8149723,1921/21/22 31:42:00,2,102,121.540878,25.038152,Taipei City,Da an District,Yicun Vil.
CB130951,1921/21/12 51:90:00,3,102,121.538597,25.053814,Taipei City,Zhongshan District,Fuhua Vil.
CC141195,1921/20/91 00:84:00,2,102,121.506671,25.091886,Taipei City,Shilin District,Sheyuan Vil.
CD126743,1921/21/21 61:23:00,2,102,121.510765,25.111025,Taipei City,Beitou District,Fuxing Vil.
C8137687,1921/20/31 31:71:00,3,102,121.543695,25.043486,Taipei City,Da an District,Cheng an Vil.
CH112898,1921/20/52 41:53:00,2,102,121.607136,25.047065,Taipei City,Nangang District,Zhongnan Vil.
CD117369,1921/20/91 20:93:00,3,102,121.491137,25.132018,Taipei City,Beitou District,Datong Vil.
C9120941,1921/20/91 52:03:00,3,102,121.508451,25.04532,Taipei City,Wanhua District,Fuxing Vil.
CI128766,1921/20/70 31:93:00,3,102,121.567454,25.040591,Taipei City,Xinyi District,Xingya Vil.
C9119921,1921/20/71 21:00:00,3,102,121.521731,25.044953,Taipei City,Zhongzheng District,Xingfu Vil.
CC136101,1921/20/40 10:90:00,2,102,121.506528,25.095767,Taipei City,Shilin District,
C7148752,1921/20/90 71:63:00,3,102,121.548138,25.081815,Taipei City,Zhongshan District,Dazhi Vil.
C8142249,1921/20/51 90:65:00,3,102,121.548652,25.038332,Taipei City,Da an District,Ren ai Vil.
C7149080,1921/21/11 61:82:00,3,102,121.552504,25.085866,Taipei City,Zhongshan District,Bei an Vil.
CC121660,1921/20/52 81:53:00,2,102,121.498988,25.091928,Taipei City,Shilin District,Yonglun Vil.
CC132227,1921/20/12 21:60:00,2,102,121.469923,25.107771,Taipei City,Shilin District,Fuzhou Vil.
CH113208,1921/20/71 01:74:00,3,102,121.595032,25.057134,Taipei City,Nangang District,Chongyang Vil.
C6124819,1921/20/43 01:01:00,3,102,121.488827,25.021717,Taipei City,Wanhua District,Xiaode Vil.
CG137734,1921/20/22 51:90:00,3,102,121.567859,25.074728,Taipei City,Songshan District,
C9115265,1921/20/61 61:20:00,3,102,121.505967,25.048701,Taipei City,Wanhua District,Fuxing Vil.
CI129223,1921/20/72 71:43:00,2,102,121.559206,25.03776,Taipei City,Xinyi District,Xinglong Vil.
CD117292,1921/20/72 20:75:00,3,102,121.498733,25.144646,Taipei City,Beitou District,Zhonghe Vil.
C9118761,1921/20/40 81:65:00,2,102,121.505001,25.04706,Taipei City,Wanhua District,Fuxing Vil.
CG141008,1921/20/91 61:02:00,2,102,121.571344,25.075789,Taipei City,Zhongshan District,Jintai Vil.
CG137907,1921/20/20 51:34:00,2,102,121.584646,25.090761,Taipei City,Neihu District,Jinrui Vil.
C7142220,1921/20/12 51:01:00,2,102,121.51619,25.050551,Taipei City,Datong District,Jianming Vil.
C8130410,1921/20/93 01:83:00,3,102,121.514257,25.028943,Taipei City,Zhongzheng District,Longguang Vil.
CB125536,1921/20/10 41:21:00,2,102,121.540539,25.055223,Taipei City,Zhongshan District,Zhufu Vil.
CD117367,1921/20/91 11:20:00,3,102,121.496719,25.121565,Taipei City,Beitou District,Baxian Vil.
CB127528,1921/20/52 02:03:00,3,102,121.561495,25.056318,Taipei City,Songshan District,Ziqiang Vil.
CD122739,1921/20/42 20:90:00,2,102,121.48551,25.123411,Taipei City,Beitou District,Baxian Vil.
CH114628,1921/21/21 42:20:00,3,102,121.609439,25.056881,Taipei City,Nangang District,Nangang Vil.
CE114517,1921/21/22 40:73:00,2,102,121.554085,24.989637,Taipei City,Wenshan District,Huaxing Vil.
CG143451,1921/20/92 91:01:00,3,102,121.551466,25.092815,Taipei City,Shilin District,Linxi Vil.
CC139038,1921/20/71 11:93:00,3,102,121.516273,25.108198,Taipei City,Beitou District,Wenlin Vil.
C7149162,1921/20/82 71:93:00,2,102,121.520524,25.058723,Taipei City,Datong District,Shuanglian Vil.
CC142329,1921/21/20 41:60:00,3,102,121.519483,25.094496,Taipei City,Shilin District,Fujia Vil.
CD129783,1921/20/90 32:13:00,2,102,121.505969,25.117845,Taipei City,Beitou District,Lixian Vil.
CC139128,1921/20/90 61:31:00,3,102,121.524639,25.126703,Taipei City,Beitou District,Yonghe Vil.
CG143809,1921/21/12 62:10:00,2,102,121.603154,25.072294,Taipei City,Neihu District,Jin Hu Vil.
CB128889,1921/20/90 21:61:00,2,102,121.535989,25.068308,Taipei City,Zhongshan District,Dajia Vil.
CB127565,1921/20/72 21:65:00,2,102,121.538172,25.047148,Taipei City,Zhongshan District,Zhulun Vil.
CG138635,1921/20/70 21:52:00,3,102,121.571557,25.059878,Taipei City,Neihu District,Huyuan Vil.
CD123231,1921/20/32 50:24:00,2,102,121.488071,25.136241,Taipei City,Beitou District,Tauyuan Vil.
CA115126,1921/20/92 22:00:00,2,102,121.503738,25.028523,Taipei City,Wanhua District,Xinzhong Vil.
C8149423,1921/20/92 61:85:00,2,102,121.534555,25.02337,Taipei City,Da an District,Longpo Vil.
C9121838,1921/21/22 71:52:00,2,102,121.507165,25.040447,Taipei City,Wanhua District,Xinqi Vil.
CG139464,1921/20/51 91:11:00,2,102,121.561451,25.064749,Taipei City,Songshan District,Jingzhong Vil.
C8142289,1921/20/53 01:35:00,3,102,121.528701,25.04651,Taipei City,Zhongzheng District,Meihua Vil.
C9117922,1921/20/10 41:83:00,3,102,121.523529,25.04435,Taipei City,Zhongzheng District,Xingfu Vil.
CC140772,1921/21/23 01:10:00,2,102,121.507274,25.092424,Taipei City,Shilin District,Sheyuan Vil.
CG143519,1921/21/01 71:75:00,2,102,121.581841,25.060678,Taipei City,Neihu District,Huyuan Vil.
C7149749,1921/20/92 71:23:00,2,102,121.530207,25.066219,Taipei City,Zhongshan District,Xinzhuang Vil.
C8148131,1921/20/81 41:05:00,3,102,121.539126,25.043328,Taipei City,Da an District,Changlong Vil.
CG140060,1921/20/52 90:95:00,2,102,121.583824,25.068477,Taipei City,Neihu District,Huyuan Vil.
CB125919,1921/20/41 61:63:00,3,102,121.535832,25.053735,Taipei City,Zhongshan District,Zhongyang Vil.
CE113781,1921/20/31 00:71:00,3,102,121.562913,24.99389,Taipei City,Wenshan District,Muzha Vil.
CC142994,1921/21/20 41:13:00,2,102,121.509622,25.093553,Taipei City,Shilin District,Shezi Vil.
CB128381,1921/20/62 21:52:00,2,102,121.545342,25.050525,Taipei City,Songshan District,Zhongzheng Vil.
CG140114,1921/20/62 31:42:00,3,102,121.5626,25.083427,Taipei City,Neihu District,Xikang Vil.
C7147968,1921/20/81 02:15:00,2,102,121.521728,25.050396,Taipei City,Zhongshan District,Min an Vil.
C8148948,1921/20/82 81:81:00,3,102,121.514205,25.029096,Taipei City,Zhongzheng District,Longguang Vil.
C7150868,1921/21/12 11:62:00,2,102,121.523028,25.048947,Taipei City,Zhongshan District,Zhengde Vil.
CE113570,1921/20/32 91:95:00,2,102,121.575713,25.002901,Taipei City,Wenshan District,Bojia Vil.
CG142420,1921/20/83 11:40:00,3,102,121.56851,25.065359,Taipei City,Songshan District,Zhuangjing Vil.
CF115605,1921/20/73 10:51:00,3,102,121.543616,25.002589,Taipei City,Wenshan District,Xingfeng Vil.
C7148578,1921/20/72 61:93:00,3,102,121.518114,25.05047,Taipei City,Datong District,Jianming Vil.
CB127576,1921/20/42 41:82:00,3,102,121.555182,25.052212,Taipei City,Songshan District,Dongshi Vil.
C9118832,1921/20/40 31:90:00,2,102,121.509052,25.047379,Taipei City,Wanhua District,Fuxing Vil.
CG144525,1921/21/20 62:02:00,3,102,121.605773,25.0707,Taipei City,Neihu District,Huzhou Vil.
CB133752,1921/21/03 00:72:00,2,102,121.544728,25.058041,Taipei City,Songshan District,Minyou Vil.
CB127858,1921/20/70 71:55:00,3,102,121.53694,25.053783,Taipei City,Zhongshan District,Fuhua Vil.
CC140819,1921/21/01 60:43:00,2,102,121.532239,25.104062,Taipei City,Shilin District,Mingshan Vil.
CG142298,1921/20/82 02:00:00,2,102,121.603161,25.07236,Taipei City,Neihu District,Jin Hu Vil.
C9115083,1921/20/62 91:70:00,2,102,121.515139,25.044072,Taipei City,Zhongzheng District,Liming Vil.
C8136795,1921/20/21 41:12:00,3,102,121.524481,25.018404,Taipei City,Zhongzheng District,Linxing Vil.
CG138674,1921/20/30 81:50:00,2,102,121.582633,25.066127,Taipei City,Neihu District,Huyuan Vil.
C6121924,1921/20/20 82:12:00,2,102,121.492159,25.02842,Taipei City,Wanhua District,Hede Vil.
CI128562,1921/20/60 11:10:00,2,102,121.571041,25.039275,Taipei City,Xinyi District,Guangju Vil.
CI129534,1921/20/91 90:61:00,2,102,121.555709,25.02867,Taipei City,Da an District,Linjiang Vil.
CC137210,1921/20/40 91:64:00,3,102,121.519763,25.0977,Taipei City,Shilin District,Fujia Vil.
CI132103,1921/21/21 71:94:00,2,102,121.578231,25.03931,Taipei City,Xinyi District,Songguang Vil.
CI131257,1921/21/20 72:01:00,2,102,121.568795,25.047305,Taipei City,Xinyi District,Yaxiang Vil.
CE112779,1921/20/83 00:80:00,2,102,121.544084,24.992135,Taipei City,Wenshan District,Jingdong Vil.
CI105909,1921/20/41 61:25:00,2,102,121.558936,25.042923,Taipei City,Xinyi District,Xinren Vil.
C8149135,1921/21/10 91:84:00,2,102,121.531264,25.046657,Taipei City,Zhongshan District,Zhengshou Vil.
C9119988,1921/20/70 91:73:00,3,102,121.508297,25.048388,Taipei City,Wanhua District,Fuxing Vil.
CG145768,1921/21/22 70:85:00,2,102,121.608916,25.069398,Taipei City,Neihu District,Nan Hu Vil.
CB129706,1921/21/21 81:43:00,2,102,121.536746,25.047023,Taipei City,Zhongshan District,Zhulun Vil.
C8136140,1921/20/41 51:81:00,3,102,121.529732,25.027526,Taipei City,Da an District,Jin an Vil.
